timestamp,timestamps_ns,has_image,model,class,confidence,x_min,y_min,x_max,y_max,dataset
,1754709901257132817,True,yolo26n,traffic light,0.2520460784435272,137.79222106933594,575.5073852539062,165.0579071044922,625.7487182617188,W042_08-09-2025
,1754710202285437126,True,yolo26n,car,0.8462604880332947,1576.6064453125,832.23974609375,1967.2752685546875,981.1937866210938,W042_08-09-2025
,1754710804032601611,True,yolo26n,car,0.9031084775924683,231.69107055664062,1166.4957275390625,904.6546630859375,1600.336181640625,W042_08-09-2025
,1754710804032601611,True,yolo26n,car,0.893913745880127,748.1474609375,888.34130859375,1328.9130859375,1078.46435546875,W042_08-09-2025
,1754710804032601611,True,yolo26n,car,0.8415388464927673,920.6275634765625,747.2236328125,1190.1861572265625,846.339599609375,W042_08-09-2025
,1754710804032601611,True,yolo26n,car,0.257658988237381,0.0,960.22265625,21.231456756591797,1040.31591796875,W042_08-09-2025
,1754711102595719884,True,yolo26n,truck,0.3406074345111847,0.2213897705078125,805.4619750976562,271.00628662109375,1052.367431640625,W042_08-09-2025
,1754711102595719884,True,yolo26n,traffic light,0.2908247709274292,137.0463104248047,572.5422973632812,165.59304809570312,626.72265625,W042_08-09-2025
,1754712004049853122,True,yolo26n,car,0.850946307182312,150.7837677001953,842.2032470703125,415.77484130859375,989.8764038085938,W042_08-09-2025
,1754712903855255005,True,yolo26n,car,0.8842273354530334,2336.2060546875,907.6193237304688,2558.7666015625,1057.62353515625,W042_08-09-2025
,1754712903855255005,True,yolo26n,car,0.7141141891479492,0.5450229644775391,1015.7388916015625,85.19158935546875,1184.2861328125,W042_08-09-2025
,1754713202183738046,True,yolo26n,car,0.7054779529571533,244.15687561035156,825.322265625,527.8367309570312,954.7914428710938,W042_08-09-2025
,1754713202183738046,True,yolo26n,car,0.5303553342819214,0.9956283569335938,906.9742431640625,215.4671173095703,1035.288818359375,W042_08-09-2025
,1754713202183738046,True,yolo26n,car,0.524203360080719,2.257080078125,906.8660278320312,213.8818359375,1034.4912109375,W042_08-09-2025
,1754713202183738046,True,yolo26n,car,0.32098740339279175,0.31198883056640625,1006.0580444335938,186.24017333984375,1264.1478271484375,W042_08-09-2025
,1754713501802709998,True,yolo26n,car,0.8943631052970886,361.68609619140625,781.3260498046875,649.4235229492188,924.365234375,W042_08-09-2025
,1754713803493937275,True,yolo26n,car,0.9012869000434875,1473.5174560546875,836.66943359375,1893.7530517578125,993.6558227539062,W042_08-09-2025
